561, 215
560, 218
555, 229
546, 248
534, 273
516, 316
506, 342
501, 361
496, 372
495, 377
495, 378
496, 378
500, 377
513, 372
533, 365
571, 354
585, 350
622, 340
637, 336
642, 334
642, 335
638, 349
631, 372
624, 401
616, 431
610, 458
605, 479
602, 495
599, 512
598, 519
597, 523
597, 526
596, 527
596, 529
596, 530
596, 531
